id,tratamiento,edad,escolaridad,tamano_hogar,zona_rural,linea_base_consumo,comidas_dia,dias_sin_comida,variedad_dieta,gasto_alimentos,come_proteina,reservas_grano,consumo_total,consumo_no_alimentario,gasto_salud,gasto_educacion,gasto_vestido,valor_activos,tiene_refrigerador,tiene_bicicleta,num_animales,valor_herramientas,tiene_celular,calidad_vivienda,tiene_tierra,valor_ahorro,indice_estres,dias_ansiedad,satisfaccion_vida,calidad_sueno,apoyo_social,autoeficacia,optimismo_futuro,dias_animo_bajo,concentracion,energia_diaria,relaciones_familiares,sentido_control,ingreso_mensual,ingreso_laboral,ingreso_negocio,ventas_mes,horas_trabajadas,num_empleos,estabilidad_empleo,anios_escolaridad_hijos,asistencia_escolar,gasto_utiles,tareas_supervisadas,dias_falta_escuela,repitio_anio,calificacion_promedio,libros_hogar,horas_estudio,inscrito_secundaria
81,0,24,14,8,1,1879,48.71,2,56.04,1786,1,55.46,1424,1974,1181,891,1930,2942,0,0,4,1743,1,47.23,0,1797,63.24,2,55.69,52.52,53.09,48.13,47.62,4,39.06,NA,55.62,45.79,610,271,344,291,46.27,2,47.08,51.97,0,3507,36.79,NA,1,51.74,5,61.92,1
82,1,51,7,5,1,1731,62.74,4,67.17,965,0,44.99,2743,3253,2886,1008,2686,1041,0,0,2,828,0,61.75,1,2260,NA,4,30.45,44.07,NA,68.34,36.86,6,32.96,47.65,40.01,48.48,2074,1686,NA,1855,61.49,3,62.19,61.53,1,2559,60.55,1,1,58.44,2,55.3,1
83,0,69,12,5,1,2995,47.23,4,NA,2071,1,NA,1725,955,920,505,1431,1291,0,1,6,1294,1,59.87,NA,8518,46.74,2,48.22,55.47,44.39,51.22,77.69,1,41.62,NA,NA,47.6,NA,1586,1809,4263,48.01,4,63.91,NA,1,897,40.46,4,1,43.83,2,55.75,1
84,0,35,11,2,0,5018,NA,0,81.2,4652,0,65.22,2417,1225,1051,2200,1785,1095,1,1,6,1427,1,40.53,NA,NA,46.54,1,56.18,63.54,NA,56.65,35.38,3,68.96,36.77,NA,59.16,NA,1064,1352,994,NA,3,NA,43.15,0,1306,67.4,2,NA,56.5,3,70.81,1
85,1,18,11,6,1,2401,79.65,1,67.53,1632,NA,71.82,459,813,310,733,454,1427,1,1,2,1644,1,60.9,0,1147,70.88,1,49.14,43.6,43.51,56,46.37,4,60.06,NA,56.41,55.6,978,1423,1243,745,55.81,2,66.97,68.5,0,2461,47.56,2,0,50.8,3,58.23,1
86,0,36,2,3,1,2074,55.34,3,56.75,1234,0,73.69,2642,1405,3076,779,1382,1056,NA,1,4,951,0,57.48,1,973,43.91,2,36.41,NA,NA,51.49,NA,4,59.01,48,65.73,60.04,1253,1964,2085,2285,55.43,2,42.79,45.44,0,551,45.8,3,1,NA,1,47.52,0
87,1,40,11,2,1,1297,39.84,1,68.38,1132,1,61.41,790,1004,665,2007,767,2291,NA,NA,4,NA,1,53.31,NA,1651,NA,4,39.85,36,62.52,25.89,60.44,4,31.07,49.25,37.02,NA,3910,3073,3798,7429,49.44,0,42.46,NA,1,524,32.59,5,1,34.66,0,39.16,0
88,1,28,8,1,1,2079,47.75,4,56.42,995,1,57.41,NA,1362,696,732,4193,1891,0,0,4,1253,1,53.49,1,1308,40.59,0,39.54,62.55,52.87,NA,49.97,2,NA,68.7,41.43,42.69,4782,5761,7253,4261,60.91,7,62,42.83,0,1037,43.6,4,0,52.82,4,NA,1
89,0,48,6,4,1,830,29.06,4,59.4,704,1,35.18,1052,2004,720,1171,NA,1250,1,1,5,1343,1,60.79,1,1649,58.29,NA,NA,42.46,36.03,38.12,69.71,NA,51.51,49.23,53.14,61.94,1820,2024,1840,1257,33.62,4,46.22,39.11,1,883,31.84,6,0,45.22,0,49.08,0
90,1,37,5,5,0,1395,52.63,2,48.38,NA,0,61.28,NA,3250,1857,1793,1332,1207,0,1,3,803,1,27.87,0,1831,48.96,5,59.75,42.74,43.65,45.08,44.53,2,42.59,51.78,44.57,46.53,1222,2062,1057,1333,42.19,4,62.33,46.67,0,341,35.51,7,0,41.71,1,47.85,0
91,1,53,4,4,1,1770,NA,NA,60.9,1401,1,59.37,346,1332,2994,776,894,593,NA,0,0,1906,1,52.63,0,1806,56.4,3,54.99,56.89,43.9,34.55,53.33,1,67.26,65.18,60.12,45.52,1515,1599,1446,1867,49.13,5,50.26,61.05,0,1634,31.91,3,NA,60.7,2,50.36,0
92,0,65,4,6,1,2981,52.87,6,57.17,2611,0,42.1,3354,1184,1906,1276,872,2176,0,1,3,2034,1,62.53,1,2174,59.25,0,54.05,58.41,47.75,28.97,50.16,4,55.35,42.95,48.52,49.13,1768,2938,1616,3493,53.08,6,NA,56.48,0,850,60.84,5,NA,40.57,3,46.06,NA
93,1,41,8,3,1,965,37.3,3,53.15,1363,0,49.41,988,887,1784,929,NA,2232,0,0,NA,958,1,NA,0,1211,40.35,2,44.55,45.63,NA,77.16,33.78,6,45.32,33.12,NA,58.56,1263,2405,NA,1962,48.16,0,34.48,57.43,0,921,36.43,NA,1,45.54,3,40.47,1
94,0,67,9,2,0,1247,41.15,3,46.06,458,1,40.91,NA,2974,1065,1100,3131,1024,0,1,1,3053,NA,42.17,NA,1585,45.74,5,52.08,39.96,54.53,NA,NA,3,48.53,38.76,60.57,33.33,1397,3264,NA,1761,48.69,1,65.94,50.53,1,1620,61.02,2,0,54.12,5,46.91,0
95,0,50,11,4,1,2245,NA,NA,NA,1916,0,60.26,3233,1040,NA,1258,2601,1887,0,1,1,1020,1,46.46,1,1192,54.69,2,42.47,44.99,NA,NA,63.96,7,46.41,67.21,51.14,37.13,1880,2121,2672,2371,53.32,4,64.66,55.48,1,1176,51.09,NA,1,50.19,5,58.48,0
96,1,32,6,6,1,2773,56.75,3,57.13,1582,1,64.1,850,560,989,673,1194,1929,1,0,1,NA,1,45.1,0,1099,51.74,3,48.63,59.96,35.04,66.93,46.22,4,53.19,53.1,NA,47.6,1849,1228,1139,1717,61.17,NA,63.55,53.24,1,2017,35.49,3,0,37.34,3,36.2,1
97,0,67,12,4,0,2666,38.02,NA,48.68,1662,0,62.25,1706,NA,1933,4566,1919,915,0,1,NA,NA,0,44.06,1,1862,37.09,1,48.5,61.84,39.58,48.37,57.05,5,68.95,38.09,41.95,44.78,1524,2418,659,1420,64.25,7,63.27,86.61,NA,1839,70.76,0,0,45.83,4,NA,0
98,0,49,5,4,0,1149,NA,2,NA,839,1,51.01,901,1836,903,1681,NA,917,1,NA,1,1266,0,37.8,NA,772,54.78,7,36.77,63.35,43.82,61.59,44.02,3,55.43,61.45,51.84,42.09,1225,1156,844,841,26.82,1,47.97,34.46,0,1254,NA,7,NA,37.81,2,40.53,1
99,0,36,13,3,1,2899,47.18,3,NA,902,0,33.5,NA,923,448,1102,922,1158,0,1,0,734,1,47.7,NA,876,46.43,3,48.78,55.36,64.11,31.26,55.47,2,50.51,66.02,54.08,50.74,NA,1760,1234,NA,50.61,3,55.06,42.82,1,1356,50.83,3,0,38.4,2,71.9,NA
100,0,59,7,3,1,1574,39.06,3,41.75,1778,NA,NA,730,1136,2375,1930,995,1529,0,0,4,1125,NA,49.83,1,2281,54.16,5,31.61,45.77,75.35,38.29,42.35,NA,47.13,27,59.52,35.54,977,1497,1622,1635,50.96,NA,58.6,68.31,0,2497,58.5,0,1,NA,4,58.5,0
101,0,65,5,6,1,1599,NA,3,36.71,668,0,27.71,1071,1975,923,1647,1721,NA,1,1,2,734,1,40.51,NA,912,54.44,5,40.96,56.4,53.6,43.51,39.97,1,55.82,41.89,43.98,NA,357,483,421,317,45.26,2,44.8,53.03,0,1348,43.54,3,0,38.12,1,36.32,1
102,0,38,5,6,1,1112,40.23,5,54.78,1421,1,57.13,NA,2590,1713,1046,1267,1141,1,0,5,NA,NA,54,0,NA,47.93,4,52.44,47.47,68.96,46.83,46.91,1,44.76,48.08,47.89,45.41,2491,1845,1982,1669,63.77,2,52.12,34.77,0,623,45.13,3,1,26.32,1,49.33,0
103,0,52,11,1,1,3810,NA,1,52.5,1186,0,52.07,3265,854,2645,1980,1317,2322,0,1,3,527,0,33.88,0,637,51.37,0,51.72,53.68,47.58,50.66,51.82,2,48.53,58.12,60.87,NA,829,851,784,947,43.65,NA,44.77,55.35,1,1702,62.75,2,0,63.58,3,48.2,1
104,1,39,9,7,1,2377,49.26,3,NA,4159,0,55.56,6772,1162,1259,1208,4512,3681,1,NA,4,NA,1,NA,0,2095,52.22,4,50.12,57.78,44.23,60.97,NA,2,56.61,46.32,56.24,47.67,2263,1504,1646,2360,61.97,4,53.94,NA,0,776,42.17,2,NA,52.12,2,43.02,1
105,0,26,3,2,1,1787,49.62,4,45.74,724,1,50.55,1081,758,1057,930,586,1290,1,1,2,628,1,27.22,0,1398,41.46,2,NA,53.4,46.83,47.26,NA,5,50.64,55.57,56.93,59.81,605,1047,602,764,63.96,4,56.89,38.62,0,1278,53.61,2,0,59.34,5,NA,NA
106,1,41,10,7,1,2119,44.25,3,54.94,1249,NA,36.14,2850,1563,2161,1052,7589,1373,0,0,4,622,0,35.63,NA,341,33.29,1,38.95,49.63,51.49,40.12,51.8,4,NA,48.27,69,61.71,1962,1123,3439,1939,46.96,2,NA,56.4,0,1414,49.49,NA,0,51.44,5,52.73,0
107,1,26,5,2,0,1961,40.67,4,51.23,2416,0,48.81,NA,1489,1052,877,1055,1093,1,1,4,1730,NA,66.24,1,3125,NA,3,66.93,49.15,NA,61.76,57.73,7,60.13,61.56,28.91,64.92,2026,1547,1169,1719,56.96,1,81.4,76.41,0,884,63.84,2,1,52.47,5,56.78,0
108,0,42,7,5,0,2537,43.98,5,33.04,NA,1,NA,3441,1610,1474,443,1123,2303,0,1,4,1046,1,52.01,NA,1088,55.16,2,65.26,45.76,37.79,NA,59.87,3,38.68,57.3,40.15,47.64,1204,1131,1283,944,NA,4,46.67,53.05,1,3336,54.73,0,NA,65.86,5,61.89,1
109,1,46,5,6,0,1114,27.39,NA,43.88,1926,0,65.43,1170,1793,1332,2723,1584,4239,0,0,6,NA,0,55.55,NA,1218,50.6,3,65,54.19,44.56,53.94,58.7,4,51.74,58.07,46.79,42.04,1232,1104,NA,714,44.74,4,57.55,33.52,0,812,38.71,NA,1,38.67,0,33.71,0
110,0,32,6,3,0,2126,56.21,5,NA,1149,0,44.31,NA,2197,1940,780,1371,1405,0,1,3,2612,1,38.72,1,NA,48.7,4,NA,57.07,NA,59.3,56.18,6,48.32,59.46,56.52,60,1565,1474,1745,2480,NA,3,55.42,NA,1,1435,58.26,1,0,NA,6,61.82,0
111,1,54,7,8,0,2027,51.42,4,54.12,1295,NA,38.16,3784,2255,4249,3404,NA,868,0,0,3,2308,0,60.3,1,1254,50.19,NA,50.14,36.86,51.11,50.44,53.65,3,39.93,53.2,42.67,50.43,NA,1534,NA,1418,47.19,6,58.65,52.29,0,1707,48.53,NA,1,44.25,5,57.77,0
112,1,46,1,8,0,1759,52.29,5,45.42,892,1,58.17,777,1601,NA,1201,1601,1127,NA,0,3,970,1,NA,1,1152,57.37,2,75.58,58.91,NA,45.56,74.27,3,48.77,68.47,48,39.8,1404,1576,1299,1312,65.72,2,54.52,NA,0,1329,48.38,3,0,39.58,3,55.06,1
113,1,80,9,2,1,1614,NA,5,40.05,2002,1,NA,2000,1309,1833,2047,NA,3133,1,1,5,4293,0,70.79,0,3462,51.03,3,49.62,55.35,35.17,47.11,38.99,4,38.3,60.01,52.5,45.49,2423,1739,NA,1759,29.65,1,65.98,46.67,1,NA,46.17,6,1,35.13,2,36.13,1
114,0,49,4,4,1,1211,45.5,1,51.04,1612,1,75.91,1810,1821,2494,2024,2103,NA,1,0,4,NA,1,82.6,0,1034,39.28,3,67.83,64.86,NA,62.03,39.45,1,64.14,54.67,NA,44.21,1201,1103,976,1154,48.18,4,NA,55.63,1,2057,58.12,0,0,65.77,2,78.55,1
115,0,50,1,7,0,923,47.6,6,14.37,1045,1,51.51,700,2418,1045,900,1344,732,0,0,3,1011,1,42.17,1,1034,53.62,4,37.65,37.06,44.89,36.38,36.98,3,51.47,62.71,50.66,55.58,702,678,365,898,33.56,1,30.97,60.33,1,910,36.06,2,1,55.07,4,57.22,0
116,0,39,8,1,0,3129,50.32,2,48.85,1503,0,50.74,1316,618,857,850,1205,1306,0,0,3,NA,0,50.87,0,1301,NA,4,31.35,42.06,41.79,NA,67,3,55.17,49.99,40.4,NA,1399,1617,2577,1464,65.75,2,45.73,NA,NA,2168,75.21,2,NA,59.49,4,61.02,1
117,1,43,10,8,0,3696,51.9,2,NA,677,NA,32.78,1914,1170,3067,1022,1148,1692,0,0,3,NA,0,62,NA,1190,38.45,0,52.36,NA,50.59,46.7,54.2,2,54.16,76.11,66.08,48.52,2838,4248,3829,3777,48.87,6,60.06,51.8,0,3107,76.72,0,0,44.92,2,59.63,0
118,1,33,13,1,0,3821,72.3,2,42.37,4284,1,62.09,2348,1678,2345,1620,3697,NA,0,0,7,1980,1,54.09,0,2194,42.9,4,52.49,42.49,63.28,NA,64.95,3,46.03,38.47,56.17,41.8,2903,4242,3472,NA,60.1,3,62.84,44.98,1,2016,56.33,1,0,48.02,4,57.19,1
119,1,38,10,4,0,1271,47.38,5,45.7,2108,0,56.63,2853,1232,2170,2561,2067,2272,1,1,NA,1828,0,52.8,1,1635,42.22,5,56.75,58.28,52.04,NA,54.41,NA,75.4,56.32,59.46,47.23,1045,963,829,1626,62.75,2,48.11,NA,1,2581,NA,NA,0,49.8,2,41.04,1
120,0,51,8,1,1,1769,62.1,0,64.14,1585,1,42.62,1115,3472,2424,1484,1025,1313,1,NA,4,1670,0,67.88,1,5529,50.66,1,NA,53.37,70.19,34.4,53.77,2,47.2,38.44,49.44,41.03,2287,3390,3023,3488,NA,7,50.74,60.91,1,1357,68.13,1,0,54.78,3,55.83,0
121,0,31,8,6,1,879,47.64,5,34.84,644,0,36.84,820,3574,3145,1053,1726,NA,1,0,3,322,1,52.24,1,686,51.41,2,45.19,51.34,65.6,47.02,42.3,1,NA,44.04,NA,40.94,912,776,NA,491,30.55,1,47.21,28.11,0,1135,39.03,3,0,40.66,4,42.39,1
122,0,32,7,3,1,1417,48.93,5,58.47,1289,0,54.34,850,1813,2298,2815,1294,NA,0,0,3,1761,1,51.98,1,1207,64.21,4,40.75,44.77,39.15,41.58,42.19,2,42,65.65,NA,37.15,1441,1088,NA,620,60.35,0,51.25,39.28,0,1006,49.79,4,1,54.61,1,50.34,0
123,0,35,7,2,1,2316,49.16,5,NA,2142,0,48.3,NA,863,742,602,1279,1652,NA,0,2,1637,0,47.76,0,3743,41.21,2,NA,47.8,54.89,54.87,62.85,4,NA,36.55,41.86,59.05,1258,3698,1967,1908,50.15,4,46.63,42.98,1,2728,32.69,NA,0,39.68,NA,49.26,1
124,0,59,4,3,0,2535,52.25,4,45.56,2149,NA,50.67,2262,1351,2623,1716,808,1350,1,1,5,1891,0,46.3,1,1828,42.46,5,39.29,46.75,NA,58.61,40.43,NA,NA,49.71,NA,50.39,NA,840,895,1359,46.92,1,45.92,63.35,0,1457,43.2,3,0,46.23,0,48.36,1
125,0,50,6,2,1,963,56.91,0,45.27,2193,0,46.72,1939,945,1450,681,637,898,1,1,NA,426,NA,61.51,0,NA,49.94,4,NA,44.53,56.12,40.96,39.59,3,27.54,51.36,55.81,NA,NA,NA,1341,1028,57.37,3,43.06,NA,1,2887,58.79,3,NA,63.07,5,NA,0
126,1,66,16,5,0,4762,56.68,1,73.18,1112,NA,NA,2745,2229,2641,6142,2738,1480,NA,0,3,1128,1,NA,1,506,47.6,1,37.88,48.85,44.52,49.04,63.85,6,56.72,40.35,43.28,41.75,1541,1794,NA,1154,29.54,NA,43.11,51.81,1,2191,68.58,4,1,24.49,3,38.25,0
127,0,18,10,4,0,1400,52.4,3,39.62,3160,1,48.62,626,1616,1327,965,1672,NA,1,1,3,4477,1,51.17,NA,2637,53.73,1,46.15,61.44,33.64,45,NA,2,56.45,NA,50.93,NA,2192,3062,NA,NA,69.12,1,56.99,60.93,0,1422,60.72,2,0,58,2,NA,0
128,0,40,16,2,0,5316,50.56,3,48.35,1522,0,54.7,1227,2374,1788,2524,2756,1628,1,1,NA,3432,1,57.49,NA,NA,61.61,3,34.56,58.33,61.56,NA,NA,2,40.78,43.37,61.78,59.47,1052,1398,1239,1660,64.88,6,62.8,58.01,1,2382,76.89,0,1,46.53,2,73.83,1
129,0,45,9,5,1,2340,56.87,3,44.91,1780,0,NA,575,1807,791,1849,570,877,1,0,5,1705,0,43.43,1,1111,56.57,3,47.78,43.34,42.95,58.98,42.29,4,50.21,47.85,55.48,NA,1417,811,1163,939,35.54,4,53.51,67.18,1,1609,60.8,5,NA,65.17,0,56.89,0
130,0,46,8,2,1,5065,40.76,0,70.91,3143,0,50.19,1002,1781,2888,1301,981,NA,1,1,2,1190,1,57.55,1,1990,55.7,0,58.36,41.99,59.06,42.02,47.87,2,54.19,NA,44.64,39.27,1448,1051,NA,3968,51.11,6,52.27,65.84,0,1599,64.21,3,0,64.67,4,NA,0
131,0,57,9,6,0,2702,68.65,2,64.53,3498,1,44.78,NA,3632,1364,2035,1419,1707,0,1,3,1107,0,NA,0,693,58.91,3,44.24,75.8,48.03,53.03,48.02,4,66.83,NA,42.77,30.65,1922,2049,1441,1303,42.77,3,39.43,48.3,1,674,45.69,3,0,46.61,3,52.44,1
132,1,35,9,1,0,4682,45.63,3,48.37,1122,0,55.09,2332,2250,1987,3859,1994,4929,1,1,4,2645,1,53.73,0,2669,65.88,3,40.14,NA,NA,58.42,53.56,2,65.48,NA,53.02,38.14,858,1056,1042,1255,50.71,4,55.23,57.7,1,NA,47.84,2,1,41.17,3,61.16,1
133,0,44,4,6,1,4960,56.29,1,48.92,1391,1,57.84,1598,1705,1363,2945,834,2363,NA,0,3,1317,1,58.27,1,1267,29.77,1,59.7,58.38,NA,NA,35.85,3,44.41,67.28,NA,46.38,NA,1603,NA,1183,36.31,2,51,41.27,0,1389,57.1,3,0,61.79,1,49.51,0
134,0,42,1,5,0,2885,41.78,1,58.46,4290,0,42.84,1483,NA,1199,1207,4990,2475,0,0,3,1097,1,62.48,1,1018,NA,NA,53.64,33.65,NA,21.92,41.09,5,58.87,46.06,46.12,32.68,8202,6129,NA,5194,44.78,NA,58,38.6,0,777,49.33,NA,1,NA,3,43.21,0
135,1,25,7,5,1,633,37.94,NA,56.89,1840,0,54.99,1304,755,1672,577,1392,NA,0,NA,NA,NA,0,65.53,0,1531,60.46,3,NA,47.52,47,54.13,47.62,5,40.55,26.15,42.96,55.78,650,831,585,633,50.36,2,44.96,41.28,NA,469,47.83,3,0,48.16,3,47.3,1
136,0,52,10,6,1,1365,53.72,3,72.31,2005,0,54.87,867,993,1084,1616,740,NA,1,0,4,731,1,29.26,1,3161,38.93,NA,58.98,42.03,44.71,50.12,47.44,0,NA,52.36,NA,NA,740,773,666,661,39.1,0,52.1,48.95,0,625,44.75,1,1,50.03,2,40.72,0
137,0,38,6,5,1,2298,43.27,NA,56.3,1885,1,42.26,1042,1616,1810,1339,1934,1926,0,0,5,2104,0,56.45,0,NA,46.19,0,48.89,41.09,NA,56.56,61.03,4,46.86,57.66,36.37,NA,4066,2724,3150,1980,51.63,2,50.02,60.6,0,2589,58.08,1,0,40.04,2,34.6,1
138,0,28,12,5,1,1591,51.4,3,43.43,2713,0,40.95,959,2724,2471,1179,1416,1180,1,0,0,NA,0,42.42,0,2275,27.79,2,58.63,53.9,41.64,60,NA,3,62.97,60.95,48.47,44.14,2029,1315,1391,1701,60.46,8,45.56,60,1,4015,57.33,2,1,47.15,4,70.53,1
139,1,39,13,1,0,1813,70.15,1,NA,1119,1,60.44,NA,2783,828,1877,3119,1791,1,1,5,783,1,49.22,1,794,25.09,2,68.76,46.68,53.94,72.02,NA,0,60.33,50.27,50.51,43.72,1504,2857,1684,2029,50.63,6,61.42,52.27,0,628,32.81,4,1,56.28,2,41.68,0
140,0,57,4,4,0,3269,60.33,4,66.15,956,1,35.2,805,1810,1701,NA,2848,3012,0,1,1,1847,1,55.19,1,NA,49.04,0,62.32,47.61,51.44,NA,NA,4,58.75,46.62,45.7,62.78,2201,1699,NA,1534,50.96,6,NA,83.54,1,4671,61.67,0,1,67.12,4,64.69,NA
141,1,56,5,3,0,1463,NA,3,41.39,1408,1,33.94,607,725,579,860,881,1168,1,0,3,2373,0,51.58,0,1611,38.79,6,64.85,41.78,47.36,61.82,NA,2,NA,68.72,43.58,NA,498,979,612,826,43.4,5,NA,60.23,1,1566,57.84,3,0,59.92,4,57.29,1
142,0,47,7,3,1,1864,41.4,2,50.55,1273,1,43.69,2211,1555,2907,2437,1353,958,1,0,1,1630,0,41.12,0,1594,42.81,3,43.23,52.71,57.82,48.32,53.61,2,50.94,32.29,58.68,41.67,3068,3002,3879,5578,54.18,4,57.39,48.18,0,1292,NA,3,0,43.34,NA,50.42,1
143,0,36,12,3,1,3142,48.09,4,NA,641,0,42.5,2677,591,2053,1886,1832,NA,0,0,0,1372,1,46.8,1,1471,42.17,4,39.4,62.28,56.99,NA,44.03,1,52.47,43.83,60.57,45.99,3080,2881,3063,1845,66.28,3,54.49,NA,1,760,47.54,4,1,35.35,NA,32.09,0
144,0,28,11,4,1,1120,51.25,2,NA,595,0,58.33,NA,1937,888,1037,1210,2286,1,NA,5,3076,1,52.68,NA,3435,55.49,2,73.13,54.25,53.25,58.13,36.97,NA,44.89,54.51,49.02,59.67,1104,2559,1182,2123,33.11,NA,57.08,58.36,NA,960,48.22,1,1,NA,2,61.32,1
145,0,61,3,5,1,1823,62.13,4,68.96,2350,1,41.67,941,743,628,2762,896,1235,1,0,1,1068,1,62.87,0,1167,62.26,3,56.41,57.15,50.07,28.53,58.39,2,33.26,50.34,35.11,56.62,2114,1934,1892,3117,58.81,4,51.41,45.79,0,1373,40.87,2,NA,58.49,4,56.28,0
146,0,47,3,4,0,6463,48.91,0,69.48,3560,0,78.23,3987,NA,1319,808,1075,2024,0,0,NA,3008,1,NA,1,2325,49.36,3,50.57,61.37,NA,31.12,37.87,3,46.71,47.41,49.11,47.5,2368,2876,2509,3762,69.55,6,67.86,60.93,0,2311,68.38,1,1,40.9,4,68.88,0
147,0,43,6,7,1,1439,25.25,5,30.73,1155,NA,28.84,686,819,1235,882,1266,366,1,0,NA,830,1,39.35,0,562,34.34,1,64.68,66.27,47.12,70.04,NA,0,63.59,51.39,NA,32.77,2417,1951,1872,1894,38.43,3,52.95,47.93,1,1255,44.45,4,NA,38.18,3,47.07,0
148,1,27,7,3,0,4268,62.56,2,48.66,NA,1,59.87,1973,2143,1568,1544,2439,1004,1,0,NA,NA,1,83,1,1503,60.26,4,42.48,34.92,NA,50.49,34.05,4,38.38,39.92,70.09,64.98,NA,2034,1908,1650,46.98,6,32.25,56.82,0,1688,47.21,5,0,52.41,2,54.49,1
149,0,24,10,5,0,7247,57.19,1,73.64,3301,0,57.43,3336,2144,751,NA,1375,4326,1,0,6,1701,1,NA,1,1182,53.45,4,39.85,67.03,53.21,65.36,54.33,2,NA,54.67,35.77,50.3,953,1360,1235,2489,61.44,4,67.71,55.53,1,2316,59.93,2,NA,65.83,4,58.85,1
150,0,59,6,4,1,2871,43.27,3,39.95,1246,0,NA,1493,2046,1887,1577,1102,1872,1,1,5,2326,0,57.39,NA,1458,45.48,2,44.17,NA,52.87,40.08,40.02,1,46.02,58.8,68.9,64.96,1294,1572,790,1461,47.16,5,57.86,19.67,0,800,27.92,NA,1,26.49,2,43.73,0
151,0,41,12,5,1,9859,53.2,1,49.27,1291,1,55.31,1401,1848,1231,1208,3784,826,0,0,3,NA,NA,53.2,1,1521,57.54,4,NA,46.58,50.27,NA,52.82,2,45.17,55.79,58.7,57.52,1246,1583,NA,3192,45.27,2,53.57,69.49,1,3320,75.17,0,0,65.66,NA,76.38,0
152,0,39,4,5,1,2466,61.75,5,32.89,375,0,48.86,NA,1524,918,939,2010,1139,0,1,2,1297,1,NA,0,2209,NA,0,44.12,47.36,NA,NA,64.84,5,46.45,54.38,19.86,61.24,1317,1324,1017,751,50.15,4,39.45,24.37,0,979,45.48,2,0,44.47,3,31.02,1
153,0,58,7,5,0,1538,50.29,3,61.07,1223,1,50.77,1845,463,2047,1730,1504,699,0,1,2,942,0,34.69,NA,557,44.81,3,NA,52.65,55.49,54.24,49.04,NA,33.3,43.43,37.26,63.73,1079,NA,1398,971,41.55,1,45.05,47.94,0,764,48.75,2,NA,55.23,5,NA,NA
154,0,41,7,4,1,4517,66.16,1,65.65,3238,1,44.08,1892,1453,1084,4344,1613,452,1,0,1,526,1,47.37,1,1851,59.29,2,31.91,62.45,53.27,49.05,60.94,3,44.27,52.46,40.29,47.95,712,932,1353,1000,50.14,NA,59.95,58.7,0,1273,70.2,0,NA,62.64,1,68.13,0
155,0,40,9,1,1,2525,NA,5,30.97,1444,1,36.87,1230,1319,1685,784,1888,441,0,1,NA,939,0,36.48,1,833,57.15,4,NA,60.81,NA,50.48,61.35,0,NA,59.3,58.47,63.41,1245,589,NA,1026,50.68,4,49.34,62.34,1,2098,61.85,3,1,61.61,5,62.04,0
156,1,26,6,4,1,2633,54.87,0,68.54,476,1,59.73,1772,2735,1245,803,617,1209,0,1,4,2237,0,51.87,0,NA,44.47,NA,57.53,48.32,43.42,63.03,48.01,1,52.29,42.24,39.77,59.81,1112,1297,1606,1984,43.36,5,55.25,43.04,1,545,46.13,5,0,44.75,0,46.4,1
157,1,35,5,3,1,1700,54.26,3,36.62,409,1,37.85,986,1988,NA,1953,1677,NA,1,NA,4,648,0,55.74,NA,1048,46.63,4,55.1,34.81,52.43,54.1,43.06,2,39.87,46.34,50.15,44.46,971,1397,1460,1563,40.69,5,46.66,48.74,1,1611,49.94,2,1,54.74,4,54.37,0
158,1,38,7,6,0,1124,NA,1,NA,905,1,38.21,1331,NA,1048,858,1271,531,NA,1,1,NA,1,40.14,0,611,70.2,3,55.53,53.24,69.59,61.33,41.79,4,40.59,54.74,29.16,49.65,NA,922,1024,961,69.35,2,71.9,48.97,0,2057,38.67,3,0,34.5,2,NA,0
159,1,35,6,5,0,3785,NA,6,40.68,522,1,65.21,1274,1541,1765,2486,2882,NA,0,1,4,2963,1,37.87,1,NA,NA,5,54.27,58.58,54.78,53.35,NA,0,59.79,43.25,57.99,42.37,2463,1444,NA,1919,52.46,4,51.76,57.14,1,2364,59.59,2,1,73.42,5,58.86,0
160,0,26,1,6,1,1220,53.25,NA,30.98,1895,1,42.9,576,654,866,547,1527,4253,1,1,6,NA,1,62.71,1,838,52.04,0,30.67,61.67,NA,63.77,60.06,3,37.84,NA,54.89,46.97,671,698,702,823,40.46,2,40.23,NA,0,1014,52.14,5,1,58.56,0,47.03,1
161,1,46,12,4,1,3184,43.34,2,63.99,996,1,52.48,1628,3032,2330,4696,3291,1451,1,0,1,1436,0,49.98,1,1325,31.94,4,39,54.03,53.43,52.23,53.96,4,56.72,73.79,56.55,34.14,NA,1578,NA,NA,52.25,2,43.14,64.6,1,1023,49.31,4,1,51.13,2,42.15,0
162,1,42,3,3,0,3663,48.22,3,40.33,841,0,43.47,1137,922,NA,1148,1547,NA,0,0,3,NA,0,24.45,0,1345,29.29,1,52.98,58.72,NA,48.02,55.22,2,72.6,NA,42.42,57.37,1817,2242,2326,2363,54.01,2,49.68,60.45,1,1283,55.9,4,0,45.93,3,56.69,0
163,0,33,9,1,0,3505,45.42,0,26.28,839,1,55.03,1493,1466,NA,1142,931,2383,1,1,1,3061,0,58.93,NA,577,55.89,3,63.37,49.7,45.16,57.61,52.84,2,58.67,43.83,29.8,37.9,366,765,1201,1022,61.9,5,46.75,67.21,1,1010,75.68,2,1,44.29,5,57.68,0
